Date,Open,High,Low,Close,Volume
2021-02-04,360.8056257444647,360.8056257444647,345.11842462514016,349.8245849609375,47737500
2021-02-05,349.82458188240986,360.80562256930165,349.82458188240986,357.6681823730469,40633500
2021-02-08,362.37434266742906,363.9430627655565,356.09946227491946,357.6681823730469,31598000
2021-02-09,357.6682417127821,360.8056824295609,337.27487705371993,338.8435974121094,17911000
2021-02-10,338.843576107385,345.11845714641066,330.99997480860293,332.5686950683594,52169000
2021-02-11,332.5686950683594,334.13741532811576,320.01893299030803,332.5686950683594,40299500
2021-02-15,334.13739013671875,343.5497109856404,324.7250692877971,334.13739013671875,18674000
2021-02-16,334.13738792530006,334.13738792530006,320.01890674535775,324.7250671386719,34756000
2021-02-17,324.7250704623685,329.4312309038521,310.6065891379177,316.8814697265625,45266500
2021-02-18,316.88145619815157,318.45017627834045,303.5473355165462,304.3316955566406,43671000
2021-02-19,304.3317042300576,305.11606429250617,285.5070627312911,298.05682373046875,115189000
2021-02-22,301.9786149932117,327.8624962783441,298.05681479849466,321.5876159667969,88168000
2021-02-23,323.1563134644162,324.72503343269005,312.9596336706361,315.3127136230469,44864000
2021-02-24,316.8814647313579,316.8814647313579,302.7629836294657,306.6847839355469,41088500
2021-02-25,306.68478666033064,315.3127474103655,306.68478666033064,307.4691467285156,20650500
2021-02-26,306.6847974218503,313.74403828322284,305.1160772304342,310.6065979003906,80467500
2021-03-01,315.3127474103655,316.8814675467355,304.33170645577565,307.4691467285156,26419000
2021-03-02,310.6065903908295,312.9596706210631,298.0568291629172,299.62554931640625,31498000
2021-03-03,300.40990666266816,302.7629868715141,294.9193861753609,298.8411865234375,20925500
2021-03-04,294.91935857479785,301.1942385444744,290.21319859754044,290.99755859375,29794500
2021-03-05,288.6444812045533,290.99756121437304,282.36960117836736,283.1539611816406,56769000
2021-03-08,284.7227319028197,287.07581233176865,277.66349061597293,280.0165710449219,16773000
2021-03-09,280.8009177121249,281.585277817466,269.03551613200796,276.0947570800781,80975000
