Date,Open,High,Low,Close,Volume
2021-02-04,2446.056884765625,2483.2592708457105,2399.553902165518,2446.056884765625,139040400
2021-02-05,2492.560177868559,2492.560177868559,2399.554201082419,2436.756591796875,97199600
2021-02-08,2455.3574812856464,2483.2592708457105,2436.7562882456036,2446.056884765625,125050800
2021-02-09,2455.3574143629808,2492.5597994290865,2399.5538367638223,2418.155029296875,208380400
2021-02-10,2446.056818096454,2446.056818096454,2408.8544330303484,2418.155029296875,102693600
2021-02-11,2436.756221829928,2436.756221829928,2418.155029296875,2418.155029296875,35879400
2021-02-15,2436.756221829928,2446.056818096454,2418.155029296875,2418.155029296875,48995200
2021-02-16,2418.1550886824325,2436.756281672297,2399.5538956925675,2408.8544921875,63202000
2021-02-17,2399.5539493110236,2408.85454601378,2343.750369094488,2362.3515625,117413600
2021-02-18,2325.149169921875,2380.9527500000004,2315.8485732421877,2325.149169921875,113989000
2021-02-19,2325.1493566176473,2380.9529411764706,2306.548161764706,2371.65234375,102020400
2021-02-22,2399.554136029412,2418.155330882353,2371.65234375,2371.65234375,107680600
2021-02-23,2343.75018527668,2371.6519731966405,2343.75018527668,2353.05078125,89107800
2021-02-24,2362.3517463235294,2380.9529411764706,2353.0511488970587,2371.65234375,82498600
2021-02-25,2390.253285685383,2408.8544785700947,2334.44970703125,2334.44970703125,133614800
2021-02-26,2297.2476191326855,2353.0512050225484,2269.345826187754,2287.947021484375,246190600
2021-03-01,2315.848533485326,2455.3574812856464,2315.848533485326,2446.056884765625,220785400
2021-03-02,2473.958368474787,2473.958368474787,2418.154796253551,2455.357177734375,163296600
2021-03-03,2483.258963844993,2483.258963844993,2427.4553916237574,2455.357177734375,78532200
2021-03-04,2464.6583848327173,2473.958982511331,2427.455994118261,2436.756591796875,120612600
2021-03-05,2427.455685177365,2446.0568781672296,2399.5538956925675,2408.8544921875,87239000
2021-03-08,2436.756651644577,2446.057249551617,2371.6524662952943,2390.253662109375,54098000
2021-03-09,2371.6524662952943,2427.4560537375364,2371.6524662952943,2390.253662109375,111838800
2021-03-10,2418.155029296875,2418.155029296875,2399.5538367638223,2418.155029296875,51903000
2021-03-12,2436.7564166327834,2511.161192713174,2436.7564166327834,2501.860595703125,159202400
2021-03-15,2520.4614753436326,2520.4614753436326,2464.6579002437734,2473.95849609375,79922400
2021-03-16,2473.958982511331,2501.860775547173,2418.155396439647,2436.756591796875,112248400
2021-03-17,2455.3573545258623,2473.9585466056037,2427.45556640625,2427.45556640625,50841200
2021-03-18,2464.6582704431867,2548.3636456657855,2464.6582704431867,2529.762451171875,152427600
2021-03-19,2529.762266489852,2529.762266489852,2492.559880217943,2520.461669921875,150713800
2021-03-22,2511.1611880896226,2539.062979068396,2464.658203125,2464.658203125,115979200
2021-03-23,2511.161313860604,2511.161313860604,2464.658326566889,2483.259521484375,97289600
2021-03-24,2500.6762220330743,2510.294207502432,2462.204280155642,2471.822265625,115254200
2021-03-25,2481.4403171539307,2491.0583028793335,2433.3503885269165,2462.204345703125,71666600
2021-03-26,2481.4402510943582,2491.058236563716,2442.968309216926,2471.822265625,84478000
2021-03-29,2462.2044117647056,2500.6763556985293,2452.58642578125,2452.58642578125,79520400
2021-03-30,2462.204298418972,2471.8222839596715,2414.1143707154765,2433.350341796875,41180600
2021-03-31,2404.496355754573,2433.350312023628,2356.4064286394814,2366.0244140625,159155800
2021-04-01,2404.4962236958163,2433.350178380166,2366.0242841166832,2385.26025390625,77715200
2021-04-05,2423.732374811747,2423.732374811747,2385.260432354418,2394.87841796875,39468400
2021-04-06,2394.878287630727,2423.732242903386,2366.0243323580676,2414.1142578125,29650600
2021-04-07,2423.732356256176,2433.350341796875,2404.4963851747775,2433.350341796875,46420200
2021-04-08,2404.4962727216134,2452.586198176046,2385.2603025398407,2414.1142578125,88449600
2021-04-09,2452.586405986064,2519.9123073268584,2433.3504341744087,2491.058349609375,126420200
2021-04-12,2471.822101895771,2500.676056392609,2414.1141929020955,2423.732177734375,48429000
2021-04-13,2385.260238405258,2442.9681473989335,2385.260238405258,2423.732177734375,76327000
2021-04-14,2442.968327337574,2462.204298418972,2404.4963851747775,2433.350341796875,80914000
2021-04-15,2462.204117063492,2462.204117063492,2394.878223237537,2423.732177734375,68337400
2021-04-16,2442.9681473989335,2442.9681473989335,2404.4962080698165,2423.732177734375,63194400
2021-04-19,2404.496403583082,2414.1143891974148,2385.260432354418,2394.87841796875,43598600
2021-04-20,2385.26025390625,2404.4962236958163,2375.642269011467,2385.26025390625,63882600
2021-04-21,2366.024479830995,2375.642465521365,2356.406494140625,2356.406494140625,65425600
2021-04-22,2375.642465521365,2394.8784369021046,2346.7885084502554,2356.406494140625,71452000
2021-04-23,2327.5524723704266,2366.0244140625,2317.9344869474085,2366.0244140625,104928400
2021-04-26,2346.788412820345,2356.406398118789,2289.080501029681,2298.698486328125,115305000
2021-04-27,2298.6985337438664,2337.1704757312114,2289.08054824703,2327.552490234375,96850800
2021-04-28,2346.788314327117,2414.1142085906,2346.788314327117,2385.26025390625,161162600
2021-04-29,2394.87841796875,2414.1143891974148,2366.024461125753,2394.87841796875,82870600
2021-04-30,2394.87855041751,2404.496536563765,2356.4066058324897,2375.642578125,69941600
2021-05-03,2346.7884612280477,2366.02443222172,2308.3165192407027,2327.552490234375,65334000
2021-05-04,2327.5526022989243,2346.78857421875,2298.6986444191857,2346.78857421875,56355200
2021-05-05,2366.02443222172,2366.02443222172,2327.552490234375,2327.552490234375,45851800
2021-05-06,2356.406626760224,2356.406626760224,2317.934681833526,2337.170654296875,37091000
2021-05-07,2356.4064654181984,2356.4064654181984,2289.08056640625,2289.08056640625,65331800
2021-05-10,2317.934456925013,2317.934456925013,2289.080501029681,2298.698486328125,35481400
2021-05-11,2308.316422801907,2308.316422801907,2250.608512231859,2269.844482421875,69381800
2021-05-17,2298.6983719837813,2308.316356803797,2260.2264327037183,2279.46240234375,95099800
2021-05-18,2298.698437706899,2308.316422801907,2240.990527136851,2269.844482421875,73965200
